"date","closes_alior","closes_ing"
"01/01/2023",30.16,137.35
"02/01/2023",30.16,137.35
"03/01/2023",33.37,142.71
"04/01/2023",35.68,148.06
"05/01/2023",36.27,149.23
"09/01/2023",37.34,152.74
"10/01/2023",37.8,151.41
"06/01/2023",37.03,150.57
"11/01/2023",36.26,149.73
"12/01/2023",36.87,152.24
"07/01/2023",36.73,150.985
"13/01/2023",36.59,149.73
"16/01/2023",36.89,150.4
"08/01/2023",36.7,147.975
"17/01/2023",36.51,145.55
"18/01/2023",35.42,143.54
"19/01/2023",34.56,141.03
"20/01/2023",35.22,143.21
"23/01/2023",35.24,147.06
"24/01/2023",35.04,146.05
"25/01/2023",33.46,143.88
"14/01/2023",33.595,143.46
"26/01/2023",33.73,143.04
"27/01/2023",33.73,143.71
"15/01/2023",32.975,141.45
"30/01/2023",32.22,139.19
"31/01/2023",34.07,144.38
"01/02/2023",34.12,144.55
"02/02/2023",34.61,143.54
"03/02/2023",34.94,144.55
"06/02/2023",33.99,142.37
"07/02/2023",33.98,140.87
"21/01/2023",33.915,141.205
"08/02/2023",33.85,141.54
"09/02/2023",35.23,145.38
"22/01/2023",34.51,144.38
"10/02/2023",33.79,143.38
"13/02/2023",33.73,138.36
"14/02/2023",34.22,139.86
"15/02/2023",34.35,140.53
"16/02/2023",35.47,143.88
"17/02/2023",34.63,141.2
"20/02/2023",34.3,140.2
"28/01/2023",34.1,140.115
"21/02/2023",33.9,140.03
"22/02/2023",33.47,136.52
"29/01/2023",33.715,137.775
"23/02/2023",33.96,139.03
"24/02/2023",34.53,138.86
"27/02/2023",34.61,140.7
"28/02/2023",35.3,142.87
"01/03/2023",34.99,144.38
"02/03/2023",34.42,139.53
"03/03/2023",34.34,142.37
"04/02/2023",34.765,144.38
"06/03/2023",35.19,146.39
"07/03/2023",35.66,146.39
"05/02/2023",35.975,145.805
"08/03/2023",36.29,145.22
"09/03/2023",35.64,146.39
"10/03/2023",34.2,143.88
"13/03/2023",33.47,137.52
"14/03/2023",33.92,138.86
"15/03/2023",32.06,132.5
"16/03/2023",31.87,132
"11/02/2023",30.885,132.585
"17/03/2023",29.9,133.17
"20/03/2023",29.49,132.5
"12/02/2023",29.825,133.17
"21/03/2023",30.16,133.84
"22/03/2023",29.81,131.33
"23/03/2023",29.96,133.84
"24/03/2023",29.65,132.33
"27/03/2023",31.03,134.68
"28/03/2023",32.04,134.34
"29/03/2023",32.89,131.83
"18/02/2023",33.21,133.585
"30/03/2023",33.53,135.34
"31/03/2023",33.68,137.19
"19/02/2023",33.92,139.28
"03/04/2023",34.16,141.37
"04/04/2023",34.97,140.03
"05/04/2023",33.85,138.69
"06/04/2023",34.01,136.35
"11/04/2023",35.69,142.04
"12/04/2023",36.77,140.03
"13/04/2023",38.46,139.36
"25/02/2023",38.83,138.69
"14/04/2023",39.2,138.02
"17/04/2023",39.48,138.86
"26/02/2023",39.405,139.28
"18/04/2023",39.33,139.7
"19/04/2023",39.07,138.52
"20/04/2023",39.19,138.36
"21/04/2023",39.75,135.85
"24/04/2023",39.15,135.85
"25/04/2023",38.8,134.68
"26/04/2023",37.9,133.84
"04/03/2023",38.38,133.42
"27/04/2023",38.86,133
"28/04/2023",37.73,132.5
"05/03/2023",37.48,133.17
"02/05/2023",37.23,133.84
"04/05/2023",36.19,131
"05/05/2023",36.79,134.17
"08/05/2023",36.81,138.86
"09/05/2023",36.51,144.55
"10/05/2023",37.22,146.39
"11/05/2023",37.18,141.37
"11/03/2023",37.455,139.695
"12/05/2023",37.73,138.02
"15/05/2023",36.7,138.19
"12/03/2023",36.735,138.86
"16/05/2023",36.77,139.53
"17/05/2023",36.45,143.38
"18/05/2023",36.86,141.03
"19/05/2023",37.9,143.71
"22/05/2023",38.16,146.89
"23/05/2023",38.45,148.9
"24/05/2023",37.18,142.37
"18/03/2023",37.51,142.285
"25/05/2023",37.84,142.2
"26/05/2023",38.49,142.71
"19/03/2023",38.195,141.62
"29/05/2023",37.9,140.53
"30/05/2023",36.87,140.7
"31/05/2023",35.14,136.68
"01/06/2023",36.15,139.53
"02/06/2023",38.67,143.04
"05/06/2023",38.67,140.87
"06/06/2023",40.38,141.37
"25/03/2023",39.79,141.37
"07/06/2023",39.2,141.37
"09/06/2023",39.6,141.03
"26/03/2023",39.115,141.45
"12/06/2023",38.63,141.87
"13/06/2023",37.73,138.02
"14/06/2023",39.31,141.37
"15/06/2023",39.51,145.38
"16/06/2023",39.92,146.89
"19/06/2023",40.05,151.24
"20/06/2023",39.87,152.74
"01/04/2023",40.425,152.075
"21/06/2023",40.98,151.41
"22/06/2023",40.87,150.07
"02/04/2023",40.125,147.39
"23/06/2023",39.38,144.71
"26/06/2023",41.14,150.57
"27/06/2023",40.87,148.56
"28/06/2023",41.12,147.73
"29/06/2023",41.13,152.91
"30/06/2023",42.04,156.76
"07/04/2023",42.855,154.585
"03/07/2023",43.67,152.41
"04/07/2023",43.03,155.42
"08/04/2023",42.38,155.085
"05/07/2023",41.73,154.75
"06/07/2023",42.35,153.75
"09/04/2023",42.735,153.83
"07/07/2023",43.12,153.91
"10/07/2023",43.99,158.93
"10/04/2023",44.36,159.77
"11/07/2023",44.73,160.61
"12/07/2023",46.77,169.39
"13/07/2023",47.55,165.96
"14/07/2023",47.57,168.97
"17/07/2023",48.18,168.97
"18/07/2023",49.11,169.39
"15/04/2023",49.675,168.765
"19/07/2023",50.24,168.14
"20/07/2023",49.9,168.97
"16/04/2023",49.42,169.18
"21/07/2023",48.94,169.39
"24/07/2023",50.04,167.3
"25/07/2023",49.72,168.55
"26/07/2023",49.17,165.96
"27/07/2023",50.59,164.79
"28/07/2023",50.57,163.12
"31/07/2023",50.45,167.13
"22/04/2023",50.26,165.54
"01/08/2023",50.07,163.95
"02/08/2023",49.98,159.94
"23/04/2023",50.025,163.37
"03/08/2023",50.07,166.8
"04/08/2023",51.6,167.3
"07/08/2023",50.99,163.12
"08/08/2023",48.54,158.1
"09/08/2023",49.53,158.1
"10/08/2023",51.62,159.77
"11/08/2023",51.15,162.45
"29/04/2023",50.66,165.085
"14/08/2023",50.17,167.72
"16/08/2023",48.42,166.46
"30/04/2023",47.47,165.29
"17/08/2023",46.52,164.12
"18/08/2023",47.81,162.61
"01/05/2023",47.845,164.955
"21/08/2023",47.88,167.3
"22/08/2023",46.91,161.95
"23/08/2023",46.52,157.93
"03/05/2023",46.445,158.85
"24/08/2023",46.37,159.77
"25/08/2023",45.57,155.59
"28/08/2023",47.55,159.77
"29/08/2023",48.4,161.78
"06/05/2023",48.755,161.61
"30/08/2023",49.11,161.44
"31/08/2023",48.84,163.62
"07/05/2023",48.56,162.365
"01/09/2023",48.28,161.11
"04/09/2023",46.94,158.93
"05/09/2023",46.94,157.26
"06/09/2023",44.68,155.59
"07/09/2023",42.63,158.93
"08/09/2023",43.21,163.95
"11/09/2023",43.27,162.61
"13/05/2023",43.465,159.935
"12/09/2023",43.66,157.26
"13/09/2023",44.33,162.28
"14/05/2023",44.68,162.28
"14/09/2023",45.03,162.28
"15/09/2023",44.91,161.11
"18/09/2023",43.35,159.77
"19/09/2023",43.43,161.28
"20/09/2023",45.03,159.77
"21/09/2023",43.92,155.09
"22/09/2023",43.31,153.58
"20/05/2023",43.04,153.33
"25/09/2023",42.77,153.08
"26/09/2023",43.38,155.25
"21/05/2023",42.79,152.075
"27/09/2023",42.2,148.9
"28/09/2023",43.12,148.73
"29/09/2023",45.03,150.57
"02/10/2023",43.76,144.71
"03/10/2023",43.03,147.22
"04/10/2023",45.64,150.07
"05/10/2023",45.93,148.9
"27/05/2023",47.19,149.485
"06/10/2023",48.45,150.07
"09/10/2023",50.7,156.43
"28/05/2023",50.725,157.265
"10/10/2023",50.75,158.1
"11/10/2023",52.73,159.77
"12/10/2023",52.02,160.27
"13/10/2023",52.68,161.78
"16/10/2023",54.33,172.74
"17/10/2023",54.94,175.66
"18/10/2023",54.16,176.92
"03/06/2023",54.03,174.62
"19/10/2023",53.9,172.32
"20/10/2023",53.79,169.39
"04/06/2023",53.73,170.435
"23/10/2023",53.67,171.48
"24/10/2023",55.63,173.99
"25/10/2023",56.33,173.99
"26/10/2023",57.37,175.25
"27/10/2023",56.59,171.48
"08/06/2023",56.93,175.035
"30/10/2023",57.27,178.59
"31/10/2023",57.53,182.77
"02/11/2023",57.51,184.03
"10/06/2023",57.795,188.63
"03/11/2023",58.08,193.23
"06/11/2023",59.2,198.67
"11/06/2023",59.375,195.325
"07/11/2023",59.55,191.98
"08/11/2023",59.82,195.74
"09/11/2023",60.52,200.76
"10/11/2023",59.41,199.09
"13/11/2023",60.19,191.14
"14/11/2023",62.54,199.09
"15/11/2023",62.1,192.81
"17/06/2023",62.265,195.95
"16/11/2023",62.43,199.09
"17/11/2023",63.18,199.92
"18/06/2023",64.24,201.595
"20/11/2023",65.3,203.27
"21/11/2023",63.89,202.01
"22/11/2023",64.48,204.94
"23/11/2023",64.66,204.94
"24/11/2023",64.64,204.94
"27/11/2023",63.68,204.1
"28/11/2023",66.29,209.12
"24/06/2023",66.785,206.195
"29/11/2023",67.28,203.27
"30/11/2023",67.09,202.43
"25/06/2023",67.88,205.36
"01/12/2023",68.67,208.29
"04/12/2023",67.37,208.29
"05/12/2023",66.76,213.72
"06/12/2023",66.85,220.83
"07/12/2023",66.59,220
"08/12/2023",67.11,221.67
"11/12/2023",66.62,227.94
"01/07/2023",66.245,224.18
"12/12/2023",65.87,220.42
"13/12/2023",65.98,222.09
"02/07/2023",65.725,221.67
"14/12/2023",65.47,221.25
"15/12/2023",65.27,216.23
"18/12/2023",65.46,220.83
"19/12/2023",67.98,225.02
"20/12/2023",66.67,221.67
"21/12/2023",66.33,218.74
"22/12/2023",66.93,218.33
"08/07/2023",67.175,219.165
"27/12/2023",67.42,220
"28/12/2023",66.76,215.82
"09/07/2023",66.56,214.98
"29/12/2023",66.36,214.14
"02/01/2024",63.46,211.63
"03/01/2024",64.92,215.4
"04/01/2024",64.48,215.82
"05/01/2024",64.76,207.45
"08/01/2024",65.53,209.96
"09/01/2024",65.23,214.98
"15/07/2023",64.485,216.655
"10/01/2024",63.74,218.33
"11/01/2024",61.21,215.82
"16/07/2023",61.68,215.82
"12/01/2024",62.15,215.82
"15/01/2024",61.3,207.87
"16/01/2024",61.28,209.12
"17/01/2024",59.88,206.61
"18/01/2024",61.74,206.61
"19/01/2024",60.69,209.96
"22/01/2024",61.63,210.8
"22/07/2023",61.45,210.38
"23/01/2024",61.27,209.96
"24/01/2024",62.21,211.63
"23/07/2023",62.4,214.35
"25/01/2024",62.59,217.07
"26/01/2024",63.2,215.82
"29/01/2024",62.47,209.12
"30/01/2024",63.61,214.98
"31/01/2024",65.58,210.8
"01/02/2024",65.82,238.4
"02/02/2024",68.26,240.91
"29/07/2023",67.875,238.19
"05/02/2024",67.49,235.47
"06/02/2024",67.58,242.16
"30/07/2023",67.77,239.655
"07/02/2024",67.96,237.15
"08/02/2024",66.8,228.78
"09/02/2024",66.66,230.04
"12/02/2024",67.54,235.06
"13/02/2024",67.37,229.2
"14/02/2024",70.36,233.38
"15/02/2024",70.64,232.55
"05/08/2023",71.325,234.22
"16/02/2024",72.01,235.89
"19/02/2024",71.8,240.49
"06/08/2023",72.775,242.375
"20/02/2024",73.75,244.26
"21/02/2024",74.04,246.77
"22/02/2024",76.06,247.6
"23/02/2024",76.76,253.04
"26/02/2024",77.37,255.13
"27/02/2024",76.22,259.31
"28/02/2024",77.89,255.97
"12/08/2023",80.625,258.895
"29/02/2024",83.36,261.82
"01/03/2024",82.42,260.57
"13/08/2023",81.98,257.43
"04/03/2024",81.54,254.29
"05/03/2024",79.12,253.88
"06/03/2024",77.97,254.71
"15/08/2023",77.625,256.385
"07/03/2024",77.28,258.06
"08/03/2024",78.44,257.22
"11/03/2024",79.09,262.66
"12/03/2024",83.26,261.82
"13/03/2024",83.45,263.5
"19/08/2023",83.005,264.755
"14/03/2024",82.56,266.01
"15/03/2024",83.92,272.28
"20/08/2023",83.095,268.515
"18/03/2024",82.27,264.75
"19/03/2024",82.02,258.9
"20/03/2024",80.84,258.06
"21/03/2024",84.22,272.7
"22/03/2024",82.86,269.77
"25/03/2024",82.81,270.19
"26/03/2024",83.97,280.23
"26/08/2023",84.06,280.645
"27/03/2024",84.15,281.06
"28/03/2024",85.14,283.99
"27/08/2023",85.38,287.965
"02/04/2024",85.62,291.94
"03/04/2024",85.99,290.68
"04/04/2024",88.8,284.41
"05/04/2024",91.93,288.59
"08/04/2024",93.01,292.36
"09/04/2024",89.58,289.43
"10/04/2024",91.8,292.36
"02/09/2023",90.08,290.895
"11/04/2024",88.36,289.43
"12/04/2024",87.36,286.92
"03/09/2023",87.6,289.01
"15/04/2024",87.84,291.1
"16/04/2024",86.86,277.68
"17/04/2024",88.06,279.53
"18/04/2024",90.84,280.46
"19/04/2024",90.32,280.46
"22/04/2024",92.01,286.01
"23/04/2024",89.4,294.34
"09/09/2023",89.535,291.33
"24/04/2024",89.67,288.32
"25/04/2024",88.32,290.64
"10/09/2023",88.405,289.715
"26/04/2024",88.49,288.79
"29/04/2024",91.06,295.73
"30/04/2024",90.23,294.34
"02/05/2024",90.32,293.41
"06/05/2024",93.36,281.84
"07/05/2024",90.27,286.01
"08/05/2024",88.45,278.6
"16/09/2023",89.15,279.53
"09/05/2024",89.85,280.46
"10/05/2024",85.5,274.9
"17/09/2023",86.595,276.29
"13/05/2024",87.69,277.68
"14/05/2024",87.1,273.05
"23/09/2023",87.117012987013,273.068051948052
"24/09/2023",87.134025974026,273.086103896104
"30/09/2023",87.1510389610389,273.104155844156
"01/10/2023",87.1680519480519,273.122207792208
"07/10/2023",87.1850649350649,273.14025974026
"08/10/2023",87.2020779220779,273.158311688312
"14/10/2023",87.2190909090909,273.176363636364
"15/10/2023",87.2361038961039,273.194415584416
"21/10/2023",87.2531168831169,273.212467532468
"22/10/2023",87.2701298701299,273.230519480519
"28/10/2023",87.2871428571429,273.248571428571
"29/10/2023",87.3041558441558,273.266623376623
"01/11/2023",87.3211688311688,273.284675324675
"04/11/2023",87.3381818181818,273.302727272727
"05/11/2023",87.3551948051948,273.320779220779
"11/11/2023",87.3722077922078,273.338831168831
"12/11/2023",87.3892207792208,273.356883116883
"18/11/2023",87.4062337662338,273.374935064935
"19/11/2023",87.4232467532467,273.392987012987
"25/11/2023",87.4402597402597,273.411038961039
"26/11/2023",87.4572727272727,273.429090909091
"02/12/2023",87.4742857142857,273.447142857143
"03/12/2023",87.4912987012987,273.465194805195
"09/12/2023",87.5083116883117,273.483246753247
"10/12/2023",87.5253246753247,273.501298701299
"16/12/2023",87.5423376623377,273.519350649351
"17/12/2023",87.5593506493506,273.537402597403
"23/12/2023",87.5763636363636,273.555454545455
"24/12/2023",87.5933766233766,273.573506493506
"25/12/2023",87.6103896103896,273.591558441558
"26/12/2023",87.6274025974026,273.60961038961
"30/12/2023",87.6444155844156,273.627662337662
"31/12/2023",87.6614285714286,273.645714285714
"01/01/2024",87.6784415584415,273.663766233766
"06/01/2024",87.6954545454545,273.681818181818
"07/01/2024",87.7124675324675,273.69987012987
"13/01/2024",87.7294805194805,273.717922077922
"14/01/2024",87.7464935064935,273.735974025974
"20/01/2024",87.7635064935065,273.754025974026
"21/01/2024",87.7805194805195,273.772077922078
"27/01/2024",87.7975324675325,273.79012987013
"28/01/2024",87.8145454545455,273.808181818182
"03/02/2024",87.8315584415584,273.826233766234
"04/02/2024",87.8485714285714,273.844285714286
"10/02/2024",87.8655844155844,273.862337662338
"11/02/2024",87.8825974025974,273.88038961039
"17/02/2024",87.8996103896104,273.898441558442
"18/02/2024",87.9166233766234,273.916493506494
"24/02/2024",87.9336363636364,273.934545454545
"25/02/2024",87.9506493506493,273.952597402597
"02/03/2024",87.9676623376623,273.970649350649
"03/03/2024",87.9846753246753,273.988701298701
"09/03/2024",88.0016883116883,274.006753246753
"10/03/2024",88.0187012987013,274.024805194805
"16/03/2024",88.0357142857143,274.042857142857
"17/03/2024",88.0527272727273,274.060909090909
"23/03/2024",88.0697402597403,274.078961038961
"24/03/2024",88.0867532467532,274.097012987013
"29/03/2024",88.1037662337662,274.115064935065
"30/03/2024",88.1207792207792,274.133116883117
"31/03/2024",88.1377922077922,274.151168831169
"01/04/2024",88.1548051948052,274.169220779221
"06/04/2024",88.1718181818182,274.187272727273
"07/04/2024",88.1888311688312,274.205324675325
"13/04/2024",88.2058441558441,274.223376623377
"14/04/2024",88.2228571428571,274.241428571429
"20/04/2024",88.2398701298701,274.259480519481
"21/04/2024",88.2568831168831,274.277532467532
"27/04/2024",88.2738961038961,274.295584415584
"28/04/2024",88.2909090909091,274.313636363636
"01/05/2024",88.3079220779221,274.331688311688
"03/05/2024",88.3249350649351,274.34974025974
"04/05/2024",88.3419480519481,274.367792207792
"05/05/2024",88.358961038961,274.385844155844
"11/05/2024",88.375974025974,274.403896103896
"12/05/2024",88.392987012987,274.421948051948
"15/05/2024",88.41,274.44
"16/05/2024",86.74,270.74
"17/05/2024",86.56,269.35
"18/05/2024",86.9033333333333,269.04
"19/05/2024",87.2466666666667,268.73
"20/05/2024",87.59,268.42
"21/05/2024",86.25,266.11
"22/05/2024",85.3,265.65
"23/05/2024",86.63,273.05
"24/05/2024",86.38,270.27
"25/05/2024",86.5533333333333,272.43
"26/05/2024",86.7266666666667,274.59
"27/05/2024",86.9,276.75
"28/05/2024",86.32,273.51
"29/05/2024",84.71,277.68
"30/05/2024",85.815,276.29
"31/05/2024",86.92,274.9
"01/06/2024",87.2533333333333,276.29
"02/06/2024",87.5866666666667,277.68
"03/06/2024",87.92,279.07
"04/06/2024",83.14,266.57
"05/06/2024",84.67,273.51
"06/06/2024",85.07,265.18
"07/06/2024",83.58,265.18
"08/06/2024",83.5366666666667,265.796666666667
"09/06/2024",83.4933333333333,266.413333333333
"10/06/2024",83.45,267.03
"11/06/2024",82.07,259.17
"12/06/2024",85.87,263.33
"13/06/2024",82.69,256.85
"14/06/2024",82.87,256.85
"15/06/2024",83.2633333333333,258.856666666667
"16/06/2024",83.6566666666667,260.863333333333
"17/06/2024",84.05,262.87
"18/06/2024",84.51,262.87
"19/06/2024",87.65,267.5
"20/06/2024",86.63,268.89
"21/06/2024",87.56,273.05
"22/06/2024",87.96,273.05
"23/06/2024",88.36,273.05
"24/06/2024",88.76,273.05
"25/06/2024",90.77,277.68
"26/06/2024",91.77,278.6
"27/06/2024",93.68,276.29
"28/06/2024",93,281.38
"29/06/2024",93.3933333333333,282.306666666667
"30/06/2024",93.7866666666667,283.233333333333
"01/07/2024",94.18,284.16
"02/07/2024",91.73,276.75
"03/07/2024",92.05,273.98
"04/07/2024",91.91,277.68
"05/07/2024",90.34,274.9
"06/07/2024",90.7133333333333,275.516666666667
"07/07/2024",91.0866666666667,276.133333333333
"08/07/2024",91.46,276.75
"09/07/2024",91.96,280.46
"10/07/2024",91.32,277.68
"11/07/2024",92.68,277.68
"12/07/2024",91.91,279.99
"13/07/2024",91.91,279.066666666667
"14/07/2024",91.91,278.143333333333
"15/07/2024",91.91,277.22
"16/07/2024",87.59,273.05
"17/07/2024",85.5,270.27
"18/07/2024",88.3,271.66
"19/07/2024",88.18,270.74
"20/07/2024",88.7366666666667,270.123333333333
"21/07/2024",89.2933333333333,269.506666666667
"22/07/2024",89.85,268.89
"23/07/2024",87.81,271.2
"24/07/2024",88.96,269.35
"25/07/2024",89.58,271.66
"26/07/2024",87.36,267.96
"27/07/2024",87.9766666666667,268.576666666667
"28/07/2024",88.5933333333333,269.193333333333
"29/07/2024",89.21,269.81
"30/07/2024",86.36,274.9
"31/07/2024",86.2,279.53
"01/08/2024",84.45,265.18
"02/08/2024",81.11,256.39
"03/08/2024",80.91,252.686666666667
"04/08/2024",80.71,248.983333333333
"05/08/2024",80.51,245.28
"06/08/2024",79.76,242.97
"07/08/2024",80.14,238.34
"08/08/2024",80.8,241.12
"09/08/2024",80.65,245.28
"10/08/2024",81.48,246.976666666667
"11/08/2024",82.31,248.673333333333
"12/08/2024",83.14,250.37
"13/08/2024",89.16,247.6
"14/08/2024",90.34,250.84
"15/08/2024",92.625,254.54
"16/08/2024",94.91,258.24
"17/08/2024",94.6833333333333,257.776666666667
"18/08/2024",94.4566666666667,257.313333333333
"19/08/2024",94.23,256.85
"20/08/2024",90.85,253.61
"21/08/2024",91.5,252.23
"22/08/2024",92.55,254.08
"23/08/2024",92.68,252.69
"24/08/2024",92.47,251.456666666667
"25/08/2024",92.26,250.223333333333
"26/08/2024",92.05,248.99
"27/08/2024",91.32,250.84
"28/08/2024",93.32,250.37
"29/08/2024",93.27,250.37
"30/08/2024",93.14,258.24
"31/08/2024",93.4433333333333,257.313333333333
"01/09/2024",93.7466666666667,256.386666666667
"02/09/2024",94.05,255.46
"03/09/2024",92.09,251.76
"04/09/2024",92.64,253.61
"05/09/2024",90.65,248.99
"06/09/2024",85.34,236.95
"07/09/2024",85.7266666666667,237.413333333333
"08/09/2024",86.1133333333333,237.876666666667
"09/09/2024",86.5,238.34
"10/09/2024",84.52,236.03
"11/09/2024",81.05,226.77
"12/09/2024",82.91,239.27
"13/09/2024",85.94,242.97
"14/09/2024",85.4433333333333,242.043333333333
"15/09/2024",84.9466666666667,241.116666666667
"16/09/2024",84.45,240.19
"17/09/2024",85.41,242.51
"18/09/2024",84.96,242.51
"19/09/2024",87.23,237.42
"20/09/2024",84.51,238.8
"21/09/2024",84.1266666666667,238.183333333333
"22/09/2024",83.7433333333333,237.566666666667
"23/09/2024",83.36,236.95
"24/09/2024",83.98,243.43
"25/09/2024",84.09,241.12
"26/09/2024",88.67,246.67
"27/09/2024",87.61,245.28
"28/09/2024",86.4766666666667,244.663333333333
"29/09/2024",85.3433333333333,244.046666666667
"30/09/2024",84.21,243.43
"01/10/2024",82.87,237.42
"02/10/2024",82.6,240.66
"03/10/2024",80.09,236.03
"04/10/2024",80.25,236.95
"05/10/2024",80.22,237.413333333333
"06/10/2024",80.19,237.876666666667
"07/10/2024",80.16,238.34
"08/10/2024",80.25,239.73
"09/10/2024",84.56,242.97
"10/10/2024",85.29,242.51
"11/10/2024",85.94,247.6
"12/10/2024",86.2966666666667,248.523333333333
"13/10/2024",86.6533333333333,249.446666666667
"14/10/2024",87.01,250.37
"15/10/2024",86.67,255.93
"16/10/2024",87.7,254.08
"17/10/2024",85.01,242.51
"18/10/2024",85.87,245.28
"19/10/2024",85.5666666666667,246.053333333333
"20/10/2024",85.2633333333333,246.826666666667
"21/10/2024",84.96,247.6
"22/10/2024",82.91,238.8
"23/10/2024",82.98,240.19
"24/10/2024",81.25,239.73
"25/10/2024",80.54,236.49
"26/10/2024",80.2033333333333,235.873333333333
"27/10/2024",79.8666666666667,235.256666666667
"28/10/2024",79.53,234.64
"29/10/2024",83.11,232.32
"30/10/2024",80.82,236.03
"31/10/2024",79.42,230.01
"01/11/2024",80.2875,229.895
"02/11/2024",81.155,229.78
"03/11/2024",82.0225,229.665
"04/11/2024",82.89,229.55
"05/11/2024",82.87,230.94
"06/11/2024",81.98,228.16
"07/11/2024",88.19,236.03
"08/11/2024",87.05,234.64
"09/11/2024",86.7775,236.0275
"10/11/2024",86.505,237.415
"11/11/2024",86.2325,238.8025
"12/11/2024",85.96,240.19
"13/11/2024",82.11,239.27
"14/11/2024",81.85,236.49
"15/11/2024",80.45,233.71
"16/11/2024",80.41,233.093333333333
"17/11/2024",80.37,232.476666666667
"18/11/2024",80.33,231.86
"19/11/2024",78.02,222.14
"20/11/2024",79.6,222.61
"21/11/2024",79.6,226.31
"22/11/2024",81.96,226.77
"23/11/2024",82.7166666666667,223.066666666667
"24/11/2024",83.4733333333333,219.363333333333
"25/11/2024",84.23,215.66
"26/11/2024",81.58,211.04
"27/11/2024",81.71,210.11
"28/11/2024",83.54,214.74
"29/11/2024",82.96,218.9
"30/11/2024",83.2766666666667,220.29
"01/12/2024",83.5933333333333,221.68
"02/12/2024",83.91,223.07
"03/12/2024",82.83,217.52
"04/12/2024",81.94,220.29
"05/12/2024",82.82,221.22
"06/12/2024",82.02,230.47
"07/12/2024",81.4866666666667,230.78
"08/12/2024",80.9533333333333,231.09
"09/12/2024",80.42,231.4
"10/12/2024",80.87,238.34
"11/12/2024",80.83,237.42
"12/12/2024",80.87,233.25
"13/12/2024",81.58,230.01
"14/12/2024",82.01,229.856666666667
"15/12/2024",82.44,229.703333333333
"16/12/2024",82.87,229.55
"17/12/2024",79.87,220.29
"18/12/2024",80.87,224.92
"19/12/2024",80.07,224.92
"20/12/2024",78.73,233.71
"21/12/2024",78.91,230.78
"22/12/2024",79.09,227.85
"23/12/2024",79.27,224.92
"24/12/2024",79.1375,224.805
"25/12/2024",79.005,224.69
"26/12/2024",78.8725,224.575
"27/12/2024",78.74,224.46
"28/12/2024",78.5366666666667,224.15
"29/12/2024",78.3333333333333,223.84
"30/12/2024",78.13,223.53
"31/12/2024",78.13,223.53
